Age,FCVC,NCP,CH2O,FAF,TUE,pred_error_mu,pred_error_sigma,acq_EI,iter
21.843524907615247,2.8808974859825693,3.472840330303142,2.199021968587826,1.6014449624182403,0.15275751483619793,12.455312728881836,1.2510852168388877,0.7735902741195951,42
18.301007302453645,2.935809920348131,3.4753537174540496,2.9041082102262337,2.5886644897033886,1.524648658515883,12.942522048950195,1.2510852168388877,0.5225319359068517,34
22.191454386136364,2.9874688689954363,3.3255334267786756,2.425440931060422,1.5960134154011392,1.9778105976554285,13.083253860473633,1.2510852168388877,0.24365653271540907,59
19.720039002562917,2.9342068587266708,3.192077038013776,1.7068740014919421,2.5417749022451828,1.715105440505582,13.25294303894043,1.2510852168388877,0.3551808866389611,36
18.165942453949185,2.721210161662132,3.1019281010610076,2.778359192269445,2.4745979006105636,1.9197638133140573,13.257484436035156,1.2510852168388877,0.3761868454188565,18
22.39602455879082,2.520448173454111,3.5480718825789976,1.6418073346165296,2.34437692945255,0.789796496682313,13.273954391479492,1.2510852168388877,0.3693950088734369,2
22.35704072196407,2.9030364408513325,3.567236807597324,1.9908709656248789,1.5696891211749746,1.9991001152765535,13.306293487548828,1.2510852168388877,0.3563040583530295,13
19.65187175623439,2.8462756455594995,3.481535109020533,1.3405216119465697,2.3365359452406422,1.870796109875856,13.474960327148438,1.2510852168388877,0.29320693410774157,26
21.497856224404345,2.935426421713733,3.7015157241086643,1.7531376509114918,2.4507353134205174,0.41223202270715364,13.479597091674805,1.2510852168388877,0.29159301454357556,8
18.286423370499207,2.853659754147368,3.211354701610491,2.367465810732842,1.6654179289073783,1.9989286325139206,13.51812744140625,1.2510852168388877,0.13573727676119354,47
19.30402273538552,2.889321168512991,3.7028127016723995,1.7820219149010295,2.4281720296911184,1.856571923569573,13.545026779174805,1.2510852168388877,0.1305556247398331,55
22.424960741542304,2.593785238150967,3.2330014167889662,1.5321187244789227,0.3803098445123582,0.8293426216648141,13.549070358276367,1.2510852168388877,0.2681662064541761,31
18.427122317326344,2.674194822112713,3.25992912791566,2.9683043605851624,2.2355811671403365,1.9804263315596304,13.557598114013672,1.2510852168388877,0.265387206777275,15
20.515537087032012,2.881273607226531,3.5898125120172173,1.318145581632491,2.352390854772019,1.9959930904905363,13.580158233642578,1.2510852168388877,0.12402386331270562,51
18.17776290563484,2.8953742359747126,3.281102607094009,2.8757344393036544,2.1245402838102527,1.7571828149085449,13.605623245239258,1.2510852168388877,0.2501255125904851,2
21.192630850661633,2.5788797926792286,3.2545254863103117,1.6656731877686772,0.14483766349370664,0.8011572110178711,13.634557723999023,1.2510852168388877,0.24124570809748191,31
18.055804140948606,2.6354648544300767,3.2069350809185933,2.8336399874901916,2.418607947994689,1.7122721960375182,13.641988754272461,1.2510852168388877,0.1131574865956132,44
17.952562631547206,2.666335882093712,3.407502311986014,2.3459153787912834,2.4351201826826134,1.9335946850257624,13.715095520019531,1.2510852168388877,0.20240417236670766,35
22.229653284504202,2.668034384383994,3.471220606682468,1.5588084485364575,2.112638238619972,0.7901100729149424,13.757234573364258,1.2510852168388877,0.09493481488582245,43
22.524913845023523,2.7861703596034193,3.164747111103034,1.5335030596207122,2.3442372537551353,1.991288933832396,13.798079490661621,1.2510852168388877,0.1953685703755126,15
17.971705038147334,1.6442255838024997,3.6593176534490013,1.8037501280489496,2.458543529217336,0.7991675603879291,13.85678482055664,1.2510852168388877,0.18061498240847093,5
22.38772718200304,2.153953025159568,3.2760859751229736,1.381441904851263,2.669041723744929,0.8204828391960262,13.888932228088379,1.2510852168388877,0.17290363493700722,15
21.186436774264124,2.662180541765844,3.327502888048204,1.77566343683153,2.36463392257792,1.980270773989111,13.891226768493652,1.2510852168388877,0.17236301447680125,34
22.09167900248591,2.610180125041084,3.1428068804447173,1.8469709325749057,2.240996787154793,1.6195231157230838,13.905284881591797,1.2510852168388877,0.07507911210292734,60
17.91315252283426,2.582216546004127,3.219109357134445,1.387112097513805,2.157975317721809,1.729055032669967,13.906207084655762,1.2510852168388877,0.16886520642593372,12
19.576217475434994,2.686587651733399,3.5738311830712424,1.8671226091059623,2.4234031760824033,1.6560521253446692,13.913908004760742,1.2510852168388877,0.07403641869754929,51
19.10295227257387,2.6088713826568517,3.7407653778554026,1.6893097020344783,2.634689262355212,1.7737217957876632,13.92496109008789,1.2510852168388877,0.16456329315520246,9
22.519902163521902,2.724451274111569,3.663776031089057,1.7609998059349716,2.501760098876506,1.408316760312119,13.939648628234863,1.2510852168388877,0.07099433824382934,51
18.06244915639427,2.9023962529087837,3.2692267864774354,1.7353370222525468,0.22215617594287526,1.6383756450030516,14.003807067871094,1.2510852168388877,0.14739315688399976,11
18.338663511714458,2.6705481907226005,3.191740845501347,1.4472920406694931,2.4557723256782915,1.8882879968558222,14.058274269104004,1.2510852168388877,0.058273699470118484,49
22.630547133999883,2.8980461040960406,3.234171649494248,2.8052946786902924,1.7058629295589924,1.965799179822614,14.095587730407715,1.2510852168388877,0.054687974690870694,60
18.373587334507533,2.549879310151339,3.4215678965783383,2.9333477349287937,2.517432695788068,1.9375490118407825,14.10321044921875,1.2510852168388877,0.05397857224601868,47
22.388560750824002,2.888875191428958,3.104836567515263,2.940459025038135,0.14062302027675636,1.620469422523306,14.130188941955566,1.2510852168388877,0.12281548698342273,20
22.39773842583619,2.5731004497801235,3.151566084970335,1.3778329434512986,0.13415792875348453,0.7039668121449156,14.145912170410156,1.2510852168388877,0.11035406757437305,39
17.93699134299518,2.7845490928923597,3.4850531900396384,1.492909271256852,2.391355501253398,1.942994031720439,14.147456169128418,1.2510852168388877,0.050010992004075994,51
20.353812195312518,2.929875022735299,3.2821290554860694,1.3513640209580142,2.260521548820104,1.8355435399374773,14.165191650390625,1.2510852168388877,0.04849075856499638,57
22.76600899830867,2.5984559475575053,3.7436738577002022,1.640105092825457,2.352947644186993,0.46140697644453854,14.174773216247559,1.2510852168388877,0.10564388657034235,37
22.359941430720525,2.6627357727393024,3.4100449883162622,1.8153208901246805,2.0780043388520113,1.5431262657372906,14.194005966186523,1.2510852168388877,0.10259537308935648,40
18.00738000527096,2.749593119463999,3.594817347389657,1.824297785188833,2.1596356031700377,1.9027169168075917,14.195677757263184,1.2510852168388877,0.045968266440874844,59
22.531552822243178,2.697884853681153,3.5842448286676007,1.8637863241204555,2.4563990263029654,1.765365634684717,14.198365211486816,1.2510852168388877,0.11097147299692456,2
19.018302865358056,2.5046646468528273,1.5086828815675797,1.277270281630523,2.0799844180251803,1.9763394878962601,14.199057579040527,1.2510852168388877,0.1108560368729577,13
18.996037084748338,2.903578756251064,3.7168328954779652,1.608799249667573,2.193708189834653,1.9950948459986029,14.217087745666504,1.2510852168388877,0.10788348334669776,5
17.909861236284065,2.533671061614005,3.1917248752447627,1.5201280855826391,2.4814047663299967,1.5353721679791994,14.218633651733398,1.2510852168388877,0.044142556858082355,54
18.214144182531122,2.55979203856039,3.1642905821744307,2.393095497867881,2.031737318550748,1.6551135155937702,14.246709823608398,1.2510852168388877,0.10313837965415038,6
18.025742116056986,2.8187656096212956,3.3149056992091475,2.8953640641334886,2.2553484061853903,1.790846084157087,14.272489547729492,1.2510852168388877,0.09914626785237943,14
20.408275697349232,2.6247713814046922,3.2666274286250765,1.3025313933492788,2.4842749082135644,1.781810661902727,14.284409523010254,1.2510852168388877,0.0973428845868588,9
18.354506682877606,2.791815618443338,3.1006090085768085,2.1747395071532845,2.5785312881048976,1.985437708879663,14.290693283081055,1.2510852168388877,0.08832232592272021,39
19.037988696290256,2.6564764249706267,3.2519364252382177,1.8653061708482703,2.2794894097531144,1.911239934040832,14.316530227661133,1.2510852168388877,0.03702826363963546,51
18.390627336814337,2.796626523369503,3.1284025787617527,2.888439212678417,2.6118492431224785,1.7850087919665432,14.324300765991211,1.2510852168388877,0.08375555277885435,42
22.0016381450364,2.934381773986628,3.4832100833214588,1.1551397817446163,0.6065012910276208,0.08573201856182244,14.355607032775879,1.2510852168388877,0.03447401708706263,53
22.25043386468129,2.6876131282036306,3.5042496637734666,1.9301762907341036,2.61222775263822,1.998192807418961,14.356300354003906,1.2510852168388877,0.08701905818082081,27
22.56129938394256,2.670221856957293,3.5538116956770556,1.6975765088827612,2.5277915660538084,1.6694702181484298,14.380838394165039,1.2510852168388877,0.08370572905265139,12
19.371603168858982,2.8592942332239906,3.7329777778005346,1.6075012679588747,2.1952549902764584,1.8220502080801688,14.400739669799805,1.2510852168388877,0.08109452039520998,25
18.008606781308636,2.67552389339809,3.5386650520621896,1.668895356762329,2.4446324445954657,1.700165377553184,14.40881633758545,1.2510852168388877,0.031238672279849486,54
18.606687514806683,2.710586602860301,3.5007680467900815,2.897626167981631,2.422885796477467,1.8574983143819197,14.414003372192383,1.2510852168388877,0.030937659023816413,50
20.326278703912784,1.6196240308824659,3.6231658990605493,1.1474308282102357,2.0741079053190083,1.976683474806404,14.424322128295898,1.2510852168388877,0.07128938809390173,35
22.403507991668505,2.34949614159291,3.4159203740094237,1.4495989379426955,2.3201675212958586,0.9172920183767599,14.428325653076172,1.2510852168388877,0.03011937788467485,46
22.430752745670812,2.9922150663606333,3.2991954511241643,1.2194492440857145,0.11667905643459948,0.8929132549927967,14.440053939819336,1.2510852168388877,0.07613134445479294,29
19.059404523218358,2.7909957885704664,3.234991212979726,1.8786407136057826,2.2109553301203335,1.8438193243083896,14.459758758544922,1.2510852168388877,0.06725644436349293,39
17.946139264215237,2.6198456162176917,3.6011790356930495,2.454945043631084,2.2200603402091463,1.8129362957321546,14.463780403137207,1.2510852168388877,0.02817313899523617,46
20.278423770724398,2.6305110039375244,3.404942210498776,1.7508800312881156,2.1902545960359534,1.5957586270027797,14.472444534301758,1.2510852168388877,0.06585925761420133,41
19.80035270098637,2.549015941584397,3.365375603537007,1.3158653047574886,2.041111408613579,1.718214045195645,14.473602294921875,1.2510852168388877,0.02765348875713368,43
22.54162814788314,2.8907045086195104,3.4454139005591937,1.6440022130862608,2.32894761808926,0.7829272362002822,14.48812484741211,1.2510852168388877,0.026900254328870443,53
21.36165368947493,2.6220861215996187,3.6913700770051303,1.6772625836496993,2.4411387748362943,0.7246569703930827,14.506735801696777,1.2510852168388877,0.06828333857447966,24
18.331369416116576,2.671149323581678,3.6386556116260467,1.6319910614995796,2.589697883491243,1.7318928188473075,14.509100914001465,1.2510852168388877,0.02584351441392667,49
22.430627292253,2.888531813396309,3.2240481911335204,1.7772672360886113,2.483768520487142,0.43822068861302865,14.509721755981445,1.2510852168388877,0.025812790703706442,55
22.40148403217776,2.36604214884185,3.7192840682242077,1.1420916020637835,2.362799862922559,0.8799189411453847,14.543560028076172,1.2510852168388877,0.024185188625147985,58
22.06508883564139,2.5824804276210607,3.739151869956329,1.7178627836476343,2.6105824626024865,1.988310382449172,14.55424976348877,1.2510852168388877,0.023689807441172328,52
18.026097091377288,2.5969509006876494,3.2483321859534233,2.2787166469298388,0.5096130756802086,1.7230658706921265,14.581974029541016,1.2510852168388877,0.060241550534390204,34
18.444929704069175,2.733797473664933,3.7180351690275883,2.855218513131329,2.4240822086267126,1.523180573722612,14.615213394165039,1.2510852168388877,0.05694796566847246,17
22.87717908785228,2.613337801495142,3.489494491081842,1.3019303932106099,2.0332414700731976,1.6186669789688442,14.618505477905273,1.2510852168388877,0.020893133919558965,47
18.237572036683662,2.4896749770684066,3.3287260946846797,1.3576119450921722,2.570653741221312,1.9858988677334197,14.651525497436523,1.2510852168388877,0.048564880501243385,42
21.403253371788303,2.947992897929247,3.3516684507604757,1.8431955379159393,2.0913052720444036,0.411069554244307,14.65557861328125,1.2510852168388877,0.019413758765605416,55
22.140212957751643,2.6878721351387425,3.383046660070925,1.7535956064236478,2.454487660744597,1.6256019136894528,14.66600227355957,1.2510852168388877,0.05220594970394188,10
18.182538498455347,2.577560373780643,3.4908378086968384,1.333182863282224,2.0273148231840143,1.868881715191838,14.679157257080078,1.2510852168388877,0.01852106653205783,47
18.02446424476545,1.8944225930763416,3.287832173267991,1.921434256899808,2.0760085378274296,1.74763363212165,14.684245109558105,1.2510852168388877,0.018333204173198323,50
21.376438315332514,2.8842923595720666,3.468527777284002,1.3162104497102223,0.047803640452669306,0.3765148769930937,14.688918113708496,1.2510852168388877,0.05017708789953973,18
17.91520877540119,2.6901568356656953,3.4196022482958752,2.638380480671093,2.4440757170554126,1.5976817282903055,14.7034273147583,1.2510852168388877,0.048926999552076744,11
22.455560589160264,2.9232271004262205,3.6283369389446727,1.488727831891845,1.786104484400126,0.8102401161738098,14.705900192260742,1.2510852168388877,0.04871656947430092,26
